Fecha,Representante,CódigoProducto,Unidades
11/5/2014,Lucía Pérez Guerra,B018IZ0SWI,25
11/5/2014,Sebastián Salazar Peña,B00J0O5J4Y,3
11/5/2014,Carolina Espinoza Ramírez,B016381QZA,3
11/5/2014,Manuel Rojas Cárdenas,B00J0O5J4Y,2
11/5/2014,Gabriela Navarro Gómez,B01KBH547A,2
11/5/2014,Andrés Soto Paredes,B01LQV1YHO,1
11/5/2014,Valeria Tapia Castro,B00K15Q2B0,1
11/5/2014,Eduardo Morales Sánchez,B016381QZA,3
11/5/2014,María Fernández Vásquez,B00K15Q2B0,1
11/5/2014,Jorge Huamán Flores,B00NQGP42Y,2
11/5/2014,Daniela Chávez Paredes,B00J0O5J4Y,2
11/5/2014,José López Ramírez,B016381QZA,3
11/5/2014,Ana María Vargas Vega,B018IZ0SWI,3
11/5/2014,Carlos Rivera Castro,B00F3J4B5S,3
11/5/2014,Brenda Torres Sánchez,B00K15Q2B0,1
11/5/2014,Luis González López,B01KBH547A,21
11/5/2014,Patricia Medina Vargas,B01EYT1URO,1
11/5/2014,Miguel García Huamán,B018IZ0SWI,3
11/5/2014,Adriana Rodríguez Silva,B016381QZA,8
11/5/2014,Juan Pérez Torres,B01LQV1YHO,2
11/5/2014,Sofía Castro Salinas,B01DZJFWNC,1
11/5/2014,Diego Morales López,B00K15Q2B0,1
11/5/2014,Mariana Rojas Medina,B00NQGP42Y,2
11/5/2014,Alejandro Soto Vásquez,B00F3J4B5S,3
11/5/2014,Valentina Vega Ruiz,B00F3J4B5S,4
11/5/2014,Andrés Gómez Paredes,B01LQV1YHO,3
11/5/2014,Gabriela Huamán Castro,B00J0O5J4Y,2
11/5/2014,Eduardo Torres López,B01KBH547A,9
11/5/2014,Carla Medina Vargas,B00F3J4B5S,5
11/5/2014,Ricardo García Huerta,B00F3J4B5S,2
11/5/2014,Laura Chávez Castro,B01KBH547A,3
11/5/2014,Carlos González Ruiz,B00NQGP42Y,2
11/5/2014,Silvia Castro López,B018IZ0SWI,2
11/6/2014,Juan Carlos Rodríguez Medina,B00F3J4B5S,2
11/6/2014,Luisa Fernández Vargas,B016381QZA,1
11/6/2014,José Morales Huamán,B00F3J4B5S,3
11/6/2014,Ana Paula Rojas Torres,B016B7INC2,1
11/6/2014,Miguel Ángel Vega López,B00NQGP42Y,3
11/6/2014,Carla García Castro,B00F3J4B5S,3
11/6/2014,Eduardo Castro Ruiz,B016B7INC2,3
11/6/2014,Gabriela Ramírez Vargas,B00NQGP42Y,4
11/6/2014,Ricardo Gómez Medina,B00NQGP42Y,1
11/6/2014,Laura Flores Salazar,B00NQGP42Y,2
11/6/2014,Juan Carlos Rodríguez Delgado,B016381QZA,2
11/6/2014,Luisa García Vásquez,B018IZ0SWI,1
11/6/2014,Ana María Castro Salinas,B016381QZA,1
11/6/2014,Ana María Castro Chávez,B018IZ0SWI,2
11/6/2014,Laura Flores Guzmán,B01DZJFWNC,3
11/6/2014,Carlos González Medina,B00NQGP42Y,3
11/6/2014,Miguel Ángel Vega Torres,B018IZ0SWI,2
11/6/2014,Rafaela Cáceres Castro,B016B7INC2,2
11/6/2014,Carla Fernández Mendoza,B00F3J4B5S,1
11/6/2014,Adrián Vega Ruiz,B00NQGP42Y,2
11/6/2014,Diego Morales Castro,B018IZ0SWI,1
11/6/2014,Ricardo Gómez Vargas,B00K15Q2B0,2
11/6/2014,Silvia Ramírez Rivera,B00J0O5J4Y,1
11/6/2014,Eduardo Cáceres Salazar,B016381QZA,4
11/6/2014,Juan Carlos Rodríguez Huamán,B018IZ0SWI,2
11/6/2014,Gabriela Rojas Huerta,B016381QZA,3
11/6/2014,Verónica Quispe Rodríguez,B01DZJFWNC,2
11/6/2014,Julio Vargas López,B00K15Q2B0,2
11/6/2014,Valentina Torres Vega,B00F3J4B5S,3
11/6/2014,Mariana Ruiz Cruz,B01DZJFWNC,1
11/6/2014,Luis Torres Medina,B00F3J4B5S,2
11/6/2014,Andrés Ramos Silva,B01KBH547A,4
11/6/2014,Ana Paula Sánchez Vargas,B00F3J4B5S,3
11/6/2014,Alejandro Ortega Salinas,B01DZJFWNC,5
11/6/2014,Sofía Castro Valdez,B016381QZA,18
11/6/2014,Lucía Pérez Guerra,B00F3J4B5S,2
11/6/2014,Sebastián Salazar Peña,B00F3J4B5S,3
11/6/2014,Carolina Espinoza Ramírez,B018IZ0SWI,3
11/6/2014,Manuel Rojas Cárdenas,B00NQGP42Y,3
11/6/2014,Gabriela Navarro Gómez,B00F3J4B5S,2
11/6/2014,Andrés Soto Paredes,B00F3J4B5S,1
11/6/2014,Víctor García Soto,B018IZ0SWI,3
11/6/2014,Camila Paredes Delgado,B00NQGP42Y,3
11/6/2014,Valeria Tapia Castro,B01KBH547A,3
11/6/2014,Eduardo Morales Sánchez,B00F3J4B5S,3
11/6/2014,María Fernández Vásquez,B01KBH547A,3
11/6/2014,Jorge Huamán Flores,B01KBH547A,1
11/6/2014,Daniela Chávez Paredes,B018IZ0SWI,2
11/6/2014,José López Ramírez,B00NQGP42Y,1
11/6/2014,Ana María Vargas Vega,B015YCRYZM,3
11/6/2014,Carlos Rivera Castro,B018IZ0SWI,2
11/6/2014,Brenda Torres Sánchez,B01KBH547A,3
11/6/2014,Luis González López,B01LQV1YHO,3
11/6/2014,Patricia Medina Vargas,B00NQGP42Y,2
11/6/2014,Miguel García Huamán,B018IZ0SWI,2
11/6/2014,Adriana Rodríguez Silva,B01EYT1URO,8
11/6/2014,Juan Pérez Torres,B00K15Q2B0,2
11/6/2014,Sofía Castro Salinas,B016381QZA,2
11/6/2014,Diego Morales López,B015YCRYZM,2
11/6/2014,Mariana Rojas Medina,B01LQV1YHO,2
11/6/2014,Alejandro Soto Vásquez,B01KBH547A,3
11/6/2014,Valentina Vega Ruiz,B01KBH547A,3
11/6/2014,Andrés Gómez Paredes,B00K15Q2B0,3
11/6/2014,Gabriela Huamán Castro,B018IZ0SWI,3
11/6/2014,Eduardo Torres López,B00F3J4B5S,3
11/6/2014,Carla Medina Vargas,B01EYT1URO,1
11/6/2014,Ricardo García Huerta,B015YCRYZM,3
11/6/2014,Laura Chávez Castro,B016381QZA,1
11/6/2014,Carlos González Ruiz,B018IZ0SWI,3
11/6/2014,Silvia Castro López,B00K15Q2B0,3
11/6/2014,Juan Carlos Rodríguez Medina,B00J0O5J4Y,3
11/6/2014,Luisa Fernández Vargas,B00K15Q2B0,3
11/6/2014,José Morales Huamán,B00K15Q2B0,3
11/6/2014,Ana Paula Rojas Torres,B016B7INC2,3
11/6/2014,Miguel Ángel Vega López,B01EYT1URO,1
11/6/2014,Carla García Castro,B00F3J4B5S,3
11/6/2014,Eduardo Castro Ruiz,B016B7INC2,2
11/7/2014,Gabriela Ramírez Vargas,B01DZJFWNC,3
11/7/2014,Ricardo Gómez Medina,B01DZJFWNC,10
11/7/2014,Laura Flores Salazar,B01KBH547A,1
11/7/2014,Juan Carlos Rodríguez Delgado,B00J0O5J4Y,1
11/7/2014,Luisa García Vásquez,B00F3J4B5S,1
11/7/2014,Ana María Castro Salinas,B01LQV1YHO,3
11/7/2014,Ana María Castro Chávez,B01EYT1URO,3
11/7/2014,Laura Flores Guzmán,B01LQV1YHO,2
11/7/2014,Carlos González Medina,B00K15Q2B0,3
11/7/2014,Miguel Ángel Vega Torres,B016B7INC2,1
11/7/2014,Rafaela Cáceres Castro,B00F3J4B5S,3
11/7/2014,Carla Fernández Mendoza,B018IZ0SWI,1
11/7/2014,Adrián Vega Ruiz,B00NQGP42Y,1
11/7/2014,Diego Morales Castro,B01EYT1URO,3
11/7/2014,Ricardo Gómez Vargas,B00F3J4B5S,4
11/7/2014,Silvia Ramírez Rivera,B00NQGP42Y,3
11/7/2014,Eduardo Cáceres Salazar,B00F3J4B5S,2
11/7/2014,Juan Carlos Rodríguez Huamán,B00NQGP42Y,1
11/7/2014,Gabriela Rojas Huerta,B00F3J4B5S,3
11/7/2014,Verónica Quispe Rodríguez,B018IZ0SWI,1
11/7/2014,Julio Vargas López,B00NQGP42Y,3
11/7/2014,Valentina Torres Vega,B00F3J4B5S,1
11/7/2014,Mariana Ruiz Cruz,B01KBH547A,3
11/7/2014,Luis Torres Medina,B018IZ0SWI,3
11/7/2014,Andrés Ramos Silva,B00K15Q2B0,3
11/7/2014,Ana Paula Sánchez Vargas,B00K15Q2B0,1
11/7/2014,Alejandro Ortega Salinas,B01KBH547A,14
11/7/2014,Sofía Castro Valdez,B01LQV1YHO,4
11/7/2014,Lucía Pérez Guerra,B00K15Q2B0,2
11/7/2014,Sebastián Salazar Peña,B01DZJFWNC,1
11/7/2014,Carolina Espinoza Ramírez,B01KBH547A,2
11/7/2014,Manuel Rojas Cárdenas,B00F3J4B5S,1
11/7/2014,Gabriela Navarro Gómez,B018IZ0SWI,1
11/7/2014,Andrés Soto Paredes,B016381QZA,3
11/7/2014,Víctor García Soto,B00NQGP42Y,1
11/7/2014,Camila Paredes Delgado,B018IZ0SWI,3
11/7/2014,Valeria Tapia Castro,B01LQV1YHO,21
11/7/2014,Eduardo Morales Sánchez,B00K15Q2B0,2
11/7/2014,María Fernández Vásquez,B01EYT1URO,1
11/7/2014,Jorge Huamán Flores,B00J0O5J4Y,2
11/7/2014,Daniela Chávez Paredes,B018IZ0SWI,1
11/7/2014,José López Ramírez,B01EYT1URO,2
11/7/2014,Ana María Vargas Vega,B018IZ0SWI,3
11/7/2014,Carlos Rivera Castro,B01DZJFWNC,3
11/7/2014,Brenda Torres Sánchez,B00NQGP42Y,3
11/7/2014,Luis González López,B01KBH547A,2
11/7/2014,Patricia Medina Vargas,B01KBH547A,2
11/7/2014,Miguel García Huamán,B01KBH547A,3
11/7/2014,Adriana Rodríguez Silva,B00K15Q2B0,2
11/7/2014,Juan Pérez Torres,B00K15Q2B0,23
11/7/2014,Sofía Castro Salinas,B01KBH547A,3
11/7/2014,Diego Morales López,B01LQV1YHO,1
11/7/2014,Mariana Rojas Medina,B00F3J4B5S,1
11/7/2014,Alejandro Soto Vásquez,B00F3J4B5S,25
11/7/2014,Valentina Vega Ruiz,B016381QZA,3
11/7/2014,Andrés Gómez Paredes,B00F3J4B5S,1
11/7/2014,Gabriela Huamán Castro,B00NQGP42Y,13
11/7/2014,Eduardo Torres López,B018IZ0SWI,3
11/7/2014,Carla Medina Vargas,B018IZ0SWI,2
11/7/2014,Ricardo García Huerta,B00F3J4B5S,24
11/7/2014,Laura Chávez Castro,B00NQGP42Y,2
11/8/2014,Carlos González Ruiz,B01DZJFWNC,3
11/8/2014,Silvia Castro López,B01KBH547A,1
11/8/2014,Juan Carlos Rodríguez Medina,B016381QZA,3
11/8/2014,Luisa Fernández Vargas,B018IZ0SWI,1
11/8/2014,José Morales Huamán,B00F3J4B5S,2
11/8/2014,Ana Paula Rojas Torres,B016B7INC2,2
11/8/2014,Miguel Ángel Vega López,B00NQGP42Y,2
11/8/2014,Carla García Castro,B00K15Q2B0,2
11/8/2014,Eduardo Castro Ruiz,B01EYT1URO,1
11/8/2014,Gabriela Ramírez Vargas,B01KBH547A,3
11/8/2014,Ricardo Gómez Medina,B015YCRYZM,2
11/8/2014,Laura Flores Salazar,B016381QZA,3
11/8/2014,Juan Carlos Rodríguez Delgado,B01LQV1YHO,3
11/8/2014,Luisa García Vásquez,B01KBH547A,2
11/8/2014,Ana María Castro Salinas,B01KBH547A,1
11/8/2014,Ana María Castro Chávez,B016381QZA,2
11/8/2014,Laura Flores Guzmán,B01LQV1YHO,2
11/8/2014,Carlos González Medina,B00F3J4B5S,1
11/8/2014,Miguel Ángel Vega Torres,B01EYT1URO,3
11/8/2014,Rafaela Cáceres Castro,B00F3J4B5S,3
11/8/2014,Carla Fernández Mendoza,B018IZ0SWI,3
11/8/2014,Adrián Vega Ruiz,B018IZ0SWI,2
11/8/2014,Diego Morales Castro,B01DZJFWNC,1
11/8/2014,Ricardo Gómez Vargas,B018IZ0SWI,3
11/8/2014,Silvia Ramírez Rivera,B018IZ0SWI,3
11/8/2014,Eduardo Cáceres Salazar,B01LQV1YHO,1
11/8/2014,Juan Carlos Rodríguez Huamán,B015YCRYZM,2
11/8/2014,Gabriela Rojas Huerta,B00F3J4B5S,2
11/8/2014,Verónica Quispe Rodríguez,B016381QZA,3
11/8/2014,Julio Vargas López,B01EYT1URO,1
11/8/2014,Valentina Torres Vega,B016381QZA,3
11/8/2014,Mariana Ruiz Cruz,B00K15Q2B0,2
11/8/2014,Luis Torres Medina,B00F3J4B5S,2
11/8/2014,Andrés Ramos Silva,B01KBH547A,3
11/8/2014,Ana Paula Sánchez Vargas,B01EYT1URO,4
11/8/2014,Alejandro Ortega Salinas,B018IZ0SWI,3
11/8/2014,Sofía Castro Valdez,B016381QZA,2
11/8/2014,Lucía Pérez Guerra,B00F3J4B5S,1
11/8/2014,Sebastián Salazar Peña,B018IZ0SWI,2
11/8/2014,Carolina Espinoza Ramírez,B01EYT1URO,17
11/8/2014,Manuel Rojas Cárdenas,B00F3J4B5S,3
11/8/2014,Gabriela Navarro Gómez,B01EYT1URO,2
11/8/2014,Andrés Soto Paredes,B018IZ0SWI,2
11/8/2014,Víctor García Soto,B018IZ0SWI,13
11/8/2014,Camila Paredes Delgado,B016381QZA,3
11/8/2014,Valeria Tapia Castro,B01LQV1YHO,2
11/8/2014,Eduardo Morales Sánchez,B01KBH547A,2
11/8/2014,María Fernández Vásquez,B00F3J4B5S,2
11/8/2014,Jorge Huamán Flores,B018IZ0SWI,9
11/8/2014,Daniela Chávez Paredes,B00NQGP42Y,2
11/8/2014,José López Ramírez,B01KBH547A,2
11/8/2014,Ana María Vargas Vega,B01KBH547A,2
11/8/2014,Carlos Rivera Castro,B01KBH547A,3
11/8/2014,Brenda Torres Sánchez,B01KBH547A,3
11/8/2014,Luis González López,B01KBH547A,1
11/8/2014,Patricia Medina Vargas,B018IZ0SWI,1
11/9/2014,Miguel García Huamán,B018IZ0SWI,2
11/9/2014,Adriana Rodríguez Silva,B00J0O5J4Y,2
11/9/2014,Juan Pérez Torres,B00K15Q2B0,1
11/9/2014,Sofía Castro Salinas,B00F3J4B5S,7
11/9/2014,Diego Morales López,B00J0O5J4Y,3
11/9/2014,Mariana Rojas Medina,B01KBH547A,1
11/9/2014,Alejandro Soto Vásquez,B01EYT1URO,3
11/9/2014,Valentina Vega Ruiz,B00F3J4B5S,1
11/9/2014,Andrés Gómez Paredes,B016381QZA,16
11/9/2014,Gabriela Huamán Castro,B016381QZA,2
11/9/2014,Eduardo Torres López,B01KBH547A,3
11/9/2014,Carla Medina Vargas,B01DZJFWNC,3
11/9/2014,Ricardo García Huerta,B01KBH547A,1
11/9/2014,Laura Chávez Castro,B00NQGP42Y,3
11/9/2014,Carlos González Ruiz,B01LQV1YHO,2
11/9/2014,Silvia Castro López,B01EYT1URO,2
11/9/2014,Juan Carlos Rodríguez Medina,B01KBH547A,3
11/9/2014,Luisa Fernández Vargas,B018IZ0SWI,2
11/9/2014,José Morales Huamán,B018IZ0SWI,3
11/9/2014,Ana Paula Rojas Torres,B00F3J4B5S,1
11/9/2014,Miguel Ángel Vega López,B00NQGP42Y,1
11/9/2014,Carla García Castro,B00NQGP42Y,14
11/9/2014,Eduardo Castro Ruiz,B01DZJFWNC,3
11/9/2014,Gabriela Ramírez Vargas,B01KBH547A,2
11/9/2014,Ricardo Gómez Medina,B01KBH547A,3
11/9/2014,Laura Flores Salazar,B00NQGP42Y,3
11/9/2014,Juan Carlos Rodríguez Delgado,B01LQV1YHO,1
11/9/2014,Luisa García Vásquez,B00F3J4B5S,2
11/9/2014,Ana María Castro Salinas,B01LQV1YHO,2
11/9/2014,Ana María Castro Chávez,B01LQV1YHO,2
11/9/2014,Laura Flores Guzmán,B00F3J4B5S,3
11/9/2014,Carlos González Medina,B00NQGP42Y,3
11/9/2014,Miguel Ángel Vega Torres,B01KBH547A,3
11/9/2014,Rafaela Cáceres Castro,B00K15Q2B0,2
11/9/2014,Carla Fernández Mendoza,B016B7INC2,14
11/9/2014,Adrián Vega Ruiz,B01KBH547A,11
11/9/2014,Diego Morales Castro,B00K15Q2B0,21
11/9/2014,Ricardo Gómez Vargas,B00F3J4B5S,2
11/9/2014,Silvia Ramírez Rivera,B018IZ0SWI,2
11/10/2014,Eduardo Cáceres Salazar,B00NQGP42Y,2
11/10/2014,Juan Carlos Rodríguez Huamán,B01KBH547A,19
11/10/2014,Gabriela Rojas Huerta,B018IZ0SWI,7
11/10/2014,Verónica Quispe Rodríguez,B015YCRYZM,2
11/10/2014,Julio Vargas López,B00J0O5J4Y,3
11/10/2014,Valentina Torres Vega,B018IZ0SWI,3
11/10/2014,Mariana Ruiz Cruz,B018IZ0SWI,2
11/10/2014,Luis Torres Medina,B00K15Q2B0,4
11/10/2014,Andrés Ramos Silva,B00K15Q2B0,2
11/10/2014,Ana Paula Sánchez Vargas,B016B7INC2,3
11/10/2014,Alejandro Ortega Salinas,B00F3J4B5S,2
11/10/2014,Sofía Castro Valdez,B01EYT1URO,2
11/10/2014,Lucía Pérez Guerra,B016B7INC2,1
11/10/2014,Sebastián Salazar Peña,B00F3J4B5S,2
11/10/2014,Carolina Espinoza Ramírez,B01KBH547A,4
11/10/2014,Manuel Rojas Cárdenas,B018IZ0SWI,2
11/10/2014,Gabriela Navarro Gómez,B015YCRYZM,1
11/10/2014,Andrés Soto Paredes,B016381QZA,2
11/10/2014,Víctor García Soto,B018IZ0SWI,2
11/10/2014,Camila Paredes Delgado,B01KBH547A,13
11/10/2014,Valeria Tapia Castro,B00K15Q2B0,1
11/10/2014,Eduardo Morales Sánchez,B00NQGP42Y,2
11/10/2014,María Fernández Vásquez,B016B7INC2,1
11/10/2014,Jorge Huamán Flores,B00F3J4B5S,3
11/10/2014,Daniela Chávez Paredes,B016B7INC2,20
11/10/2014,José López Ramírez,B00K15Q2B0,2
11/10/2014,Ana María Vargas Vega,B018IZ0SWI,1
11/10/2014,Carlos Rivera Castro,B00J0O5J4Y,3
11/10/2014,Brenda Torres Sánchez,B00K15Q2B0,2
11/10/2014,Luis González López,B00F3J4B5S,3
11/10/2014,Patricia Medina Vargas,B00J0O5J4Y,1
11/10/2014,Miguel García Huamán,B00J0O5J4Y,1
11/10/2014,Adriana Rodríguez Silva,B00NQGP42Y,19
11/10/2014,Juan Pérez Torres,B00NQGP42Y,3
11/10/2014,Sofía Castro Salinas,B01EYT1URO,3
11/10/2014,Diego Morales López,B016381QZA,2
11/10/2014,Mariana Rojas Medina,B018IZ0SWI,3
11/10/2014,Alejandro Soto Vásquez,B01DZJFWNC,3
11/10/2014,Valentina Vega Ruiz,B00NQGP42Y,1
11/10/2014,Andrés Gómez Paredes,B00NQGP42Y,3
11/10/2014,Gabriela Huamán Castro,B018IZ0SWI,1
11/10/2014,Eduardo Torres López,B01KBH547A,1
11/10/2014,Carla Medina Vargas,B01EYT1URO,1
11/10/2014,Ricardo García Huerta,B01KBH547A,3
11/10/2014,Laura Chávez Castro,B00NQGP42Y,2
11/10/2014,Carlos González Ruiz,B01KBH547A,1
11/10/2014,Silvia Castro López,B00J0O5J4Y,2
11/10/2014,Juan Carlos Rodríguez Medina,B00F3J4B5S,1
11/11/2014,Luisa Fernández Vargas,B00F3J4B5S,3
11/11/2014,José Morales Huamán,B01LQV1YHO,3
11/11/2014,Ana Paula Rojas Torres,B00K15Q2B0,1
11/11/2014,Miguel Ángel Vega López,B018IZ0SWI,1
11/11/2014,Carla García Castro,B00K15Q2B0,2
11/11/2014,Eduardo Castro Ruiz,B00K15Q2B0,2
11/11/2014,Gabriela Ramírez Vargas,B00NQGP42Y,24
11/11/2014,Ricardo Gómez Medina,B00K15Q2B0,1
11/11/2014,Laura Flores Salazar,B00J0O5J4Y,2
11/11/2014,Juan Carlos Rodríguez Delgado,B00F3J4B5S,1
11/11/2014,Luisa García Vásquez,B01KBH547A,3
11/11/2014,Ana María Castro Salinas,B015YCRYZM,2
11/11/2014,Ana María Castro Chávez,B01KBH547A,2
11/11/2014,Laura Flores Guzmán,B01KBH547A,2
11/11/2014,Carlos González Medina,B01LQV1YHO,1
11/11/2014,Miguel Ángel Vega Torres,B01KBH547A,1
11/11/2014,Rafaela Cáceres Castro,B00F3J4B5S,1
11/11/2014,Carla Fernández Mendoza,B018IZ0SWI,2
11/11/2014,Adrián Vega Ruiz,B01LQV1YHO,2
11/11/2014,Diego Morales Castro,B01KBH547A,2
11/11/2014,Ricardo Gómez Vargas,B00NQGP42Y,3
11/11/2014,Silvia Ramírez Rivera,B00F3J4B5S,3
11/11/2014,Eduardo Cáceres Salazar,B00F3J4B5S,1
11/11/2014,Juan Carlos Rodríguez Huamán,B01LQV1YHO,2
11/11/2014,Gabriela Rojas Huerta,B01LQV1YHO,3
11/11/2014,Verónica Quispe Rodríguez,B018IZ0SWI,1
11/11/2014,Julio Vargas López,B016381QZA,2
11/11/2014,Valentina Torres Vega,B01EYT1URO,3
11/11/2014,Mariana Ruiz Cruz,B00K15Q2B0,1
11/11/2014,Luis Torres Medina,B01LQV1YHO,1
11/11/2014,Andrés Ramos Silva,B00F3J4B5S,1
11/11/2014,Ana Paula Sánchez Vargas,B01LQV1YHO,3
11/11/2014,Alejandro Ortega Salinas,B016381QZA,2
11/11/2014,Sofía Castro Valdez,B018IZ0SWI,2
11/11/2014,Lucía Pérez Guerra,B015YCRYZM,2
11/11/2014,Sebastián Salazar Peña,B01LQV1YHO,1
11/11/2014,Carolina Espinoza Ramírez,B01DZJFWNC,17
11/11/2014,Manuel Rojas Cárdenas,B015YCRYZM,1
11/11/2014,Gabriela Navarro Gómez,B00F3J4B5S,2
11/11/2014,Andrés Soto Paredes,B01LQV1YHO,3
11/11/2014,Víctor García Soto,B018IZ0SWI,2
11/11/2014,Camila Paredes Delgado,B00K15Q2B0,2
11/11/2014,Valeria Tapia Castro,B00NQGP42Y,2
11/11/2014,Eduardo Morales Sánchez,B00K15Q2B0,2
11/11/2014,María Fernández Vásquez,B00K15Q2B0,3
11/11/2014,Jorge Huamán Flores,B01KBH547A,2
11/11/2014,Daniela Chávez Paredes,B016381QZA,2
11/11/2014,José López Ramírez,B01LQV1YHO,2
11/11/2014,Ana María Vargas Vega,B018IZ0SWI,3
11/11/2014,Carlos Rivera Castro,B00K15Q2B0,2
11/11/2014,Brenda Torres Sánchez,B01DZJFWNC,1
11/11/2014,Luis González López,B00F3J4B5S,3
11/11/2014,Patricia Medina Vargas,B015YCRYZM,1
11/11/2014,Miguel García Huamán,B018IZ0SWI,3
11/11/2014,Adriana Rodríguez Silva,B018IZ0SWI,3
11/11/2014,Juan Pérez Torres,B00F3J4B5S,2
11/11/2014,Sofía Castro Salinas,B01EYT1URO,3
11/11/2014,Diego Morales López,B01EYT1URO,3
11/11/2014,Mariana Rojas Medina,B00F3J4B5S,2
11/11/2014,Alejandro Soto Vásquez,B016381QZA,2
11/11/2014,Valentina Vega Ruiz,B016381QZA,2
11/11/2014,Andrés Gómez Paredes,B00NQGP42Y,1
11/11/2014,Gabriela Huamán Castro,B01KBH547A,3
11/12/2014,Eduardo Torres López,B016381QZA,2
11/12/2014,Carla Medina Vargas,B00K15Q2B0,1
11/12/2014,Ricardo García Huerta,B01KBH547A,1
11/12/2014,Laura Chávez Castro,B00NQGP42Y,2
11/12/2014,Carlos González Ruiz,B00K15Q2B0,3
11/12/2014,Silvia Castro López,B00K15Q2B0,3
11/12/2014,Juan Carlos Rodríguez Medina,B01LQV1YHO,2
11/12/2014,Luisa Fernández Vargas,B00NQGP42Y,1
11/12/2014,José Morales Huamán,B00F3J4B5S,22
11/12/2014,Ana Paula Rojas Torres,B00F3J4B5S,2
11/12/2014,Miguel Ángel Vega López,B00F3J4B5S,3
11/12/2014,Carla García Castro,B00NQGP42Y,18
11/12/2014,Eduardo Castro Ruiz,B00J0O5J4Y,2
11/12/2014,Gabriela Ramírez Vargas,B018IZ0SWI,1
11/12/2014,Ricardo Gómez Medina,B016381QZA,1
11/12/2014,Laura Flores Salazar,B00K15Q2B0,3
11/12/2014,Juan Carlos Rodríguez Delgado,B00F3J4B5S,2
11/12/2014,Luisa García Vásquez,B00NQGP42Y,1
11/12/2014,Ana María Castro Salinas,B015YCRYZM,3
11/12/2014,Ana María Castro Chávez,B00NQGP42Y,2
11/12/2014,Laura Flores Guzmán,B01DZJFWNC,17
11/12/2014,Carlos González Medina,B00NQGP42Y,3
11/12/2014,Miguel Ángel Vega Torres,B00J0O5J4Y,2
11/12/2014,Rafaela Cáceres Castro,B01DZJFWNC,3
11/12/2014,Carla Fernández Mendoza,B018IZ0SWI,3
11/12/2014,Adrián Vega Ruiz,B015YCRYZM,1
11/12/2014,Diego Morales Castro,B01KBH547A,1
11/12/2014,Ricardo Gómez Vargas,B018IZ0SWI,2
11/12/2014,Silvia Ramírez Rivera,B018IZ0SWI,3
11/12/2014,Eduardo Cáceres Salazar,B01DZJFWNC,2
11/12/2014,Juan Carlos Rodríguez Huamán,B01KBH547A,1
11/12/2014,Gabriela Rojas Huerta,B01DZJFWNC,1
11/12/2014,Verónica Quispe Rodríguez,B01LQV1YHO,3
11/12/2014,Julio Vargas López,B018IZ0SWI,1
11/12/2014,Valentina Torres Vega,B00NQGP42Y,1
11/12/2014,Mariana Ruiz Cruz,B00J0O5J4Y,3
11/12/2014,Luis Torres Medina,B01KBH547A,2
11/12/2014,Andrés Ramos Silva,B01KBH547A,2
11/12/2014,Ana Paula Sánchez Vargas,B01KBH547A,1
11/12/2014,Alejandro Ortega Salinas,B016B7INC2,1
11/12/2014,Sofía Castro Valdez,B016381QZA,2
11/12/2014,Lucía Pérez Guerra,B016381QZA,3
11/12/2014,Sebastián Salazar Peña,B01LQV1YHO,2
11/12/2014,Carolina Espinoza Ramírez,B015YCRYZM,2
11/12/2014,Manuel Rojas Cárdenas,B00J0O5J4Y,4
11/12/2014,Gabriela Navarro Gómez,B00K15Q2B0,2
11/12/2014,Andrés Soto Paredes,B01EYT1URO,2
11/12/2014,Víctor García Soto,B00F3J4B5S,2
11/12/2014,Camila Paredes Delgado,B016381QZA,2
11/12/2014,Valeria Tapia Castro,B01DZJFWNC,3
11/12/2014,Eduardo Morales Sánchez,B018IZ0SWI,2
11/12/2014,María Fernández Vásquez,B00NQGP42Y,3
11/12/2014,Jorge Huamán Flores,B00F3J4B5S,3
11/12/2014,Daniela Chávez Paredes,B018IZ0SWI,2
11/12/2014,José López Ramírez,B01DZJFWNC,1
11/12/2014,Ana María Vargas Vega,B016B7INC2,2
11/13/2014,Carlos Rivera Castro,B01EYT1URO,3
11/13/2014,Brenda Torres Sánchez,B016381QZA,2
11/13/2014,Luis González López,B018IZ0SWI,3
11/13/2014,Patricia Medina Vargas,B016381QZA,2
11/13/2014,Miguel García Huamán,B01EYT1URO,24
11/13/2014,Adriana Rodríguez Silva,B018IZ0SWI,2
11/13/2014,Juan Pérez Torres,B015YCRYZM,2
11/13/2014,Sofía Castro Salinas,B00K15Q2B0,1
11/13/2014,Diego Morales López,B01LQV1YHO,1
11/13/2014,Mariana Rojas Medina,B01KBH547A,1
11/13/2014,Alejandro Soto Vásquez,B00K15Q2B0,1
11/13/2014,Valentina Vega Ruiz,B00K15Q2B0,3
11/13/2014,Andrés Gómez Paredes,B01DZJFWNC,1
11/13/2014,Gabriela Huamán Castro,B015YCRYZM,10
11/13/2014,Eduardo Torres López,B01KBH547A,3
11/13/2014,Carla Medina Vargas,B01KBH547A,21
11/13/2014,Ricardo García Huerta,B01LQV1YHO,1
11/13/2014,Laura Chávez Castro,B015YCRYZM,4
11/13/2014,Carlos González Ruiz,B00F3J4B5S,2
11/13/2014,Silvia Castro López,B01KBH547A,2
11/13/2014,Juan Carlos Rodríguez Medina,B00NQGP42Y,17
11/13/2014,Luisa Fernández Vargas,B00K15Q2B0,2
